file_id,object_id,img_height,img_width,xmin,ymin,xmax,ymax,label,label_name,image_file,ann_file,bb_height,bb_width,bb_area,bb_aspectr
BloodImage_00003,7790959,480,640,504,210,614,302,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,92,110,10120,1.1956521739130435
BloodImage_00003,7790958,480,640,417,248,553,369,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,121,136,16456,1.1239669421487604
BloodImage_00003,7790957,480,640,514,13,615,136,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,123,101,12423,0.8211382113821138
BloodImage_00003,7790956,480,640,417,1,520,88,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,87,103,8961,1.1839080459770115
BloodImage_00003,7790955,480,640,1,126,79,240,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,114,78,8892,0.6842105263157895
BloodImage_00003,7790954,480,640,47,202,158,317,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,115,111,12765,0.9652173913043478
BloodImage_00003,7790953,480,640,314,284,424,377,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,93,110,10230,1.1827956989247312
BloodImage_00003,7790952,480,640,365,350,484,451,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,101,119,12019,1.1782178217821782
BloodImage_00003,7790951,480,640,1,347,86,434,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,87,85,7395,0.9770114942528736
BloodImage_00003,7790950,480,640,49,396,183,479,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,83,134,11122,1.6144578313253013
BloodImage_00003,7790949,480,640,514,385,595,477,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,92,81,7452,0.8804347826086957
BloodImage_00003,7790948,480,640,56,66,151,211,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,145,95,13775,0.6551724137931034
BloodImage_00003,7790947,480,640,213,253,333,368,1,RBC,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,115,120,13800,1.0434782608695652
BloodImage_00003,7790946,480,640,335,268,370,299,0,Platelets,BloodImage_00003.jpeg,BloodImage_00003.jpeg.json,31,35,1085,1.1290322580645162
BloodImage_00004,7791237,480,640,109,134,324,321,2,WBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,187,215,40205,1.1497326203208555
BloodImage_00004,7791236,480,640,432,242,528,325,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,83,96,7968,1.1566265060240963
BloodImage_00004,7791235,480,640,510,112,606,195,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,83,96,7968,1.1566265060240963
BloodImage_00004,7791234,480,640,482,361,594,475,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,114,112,12768,0.9824561403508771
BloodImage_00004,7791233,480,640,75,281,166,375,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,94,91,8554,0.9680851063829787
BloodImage_00004,7791232,480,640,38,1,147,62,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,61,109,6649,1.7868852459016393
BloodImage_00004,7791231,480,640,288,33,390,131,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,98,102,9996,1.0408163265306123
BloodImage_00004,7791230,480,640,411,66,527,185,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,119,116,13804,0.9747899159663865
BloodImage_00004,7791229,480,640,1,82,102,198,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,116,101,11716,0.8706896551724138
BloodImage_00004,7791228,480,640,1,283,81,372,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,89,80,7120,0.898876404494382
BloodImage_00004,7791227,480,640,1,315,78,397,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,82,77,6314,0.9390243902439024
BloodImage_00004,7791226,480,640,391,373,469,455,1,RBC,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,82,78,6396,0.9512195121951219
BloodImage_00004,7791225,480,640,127,47,163,81,0,Platelets,BloodImage_00004.jpeg,BloodImage_00004.jpeg.json,34,36,1224,1.0588235294117647
BloodImage_00005,7790610,480,640,273,115,386,222,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,107,113,12091,1.0560747663551402
BloodImage_00005,7790609,480,640,56,103,169,210,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,107,113,12091,1.0560747663551402
BloodImage_00005,7790608,480,640,414,42,518,170,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,128,104,13312,0.8125
BloodImage_00005,7790607,480,640,536,74,639,202,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,128,103,13184,0.8046875
BloodImage_00005,7790606,480,640,474,193,578,321,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,128,104,13312,0.8125
BloodImage_00005,7790605,480,640,466,337,570,465,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,128,104,13312,0.8125
BloodImage_00005,7790604,480,640,420,352,524,479,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,127,104,13208,0.8188976377952756
BloodImage_00005,7790603,480,640,215,174,314,281,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,107,99,10593,0.9252336448598131
BloodImage_00005,7790602,480,640,380,181,479,288,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,107,99,10593,0.9252336448598131
BloodImage_00005,7790601,480,640,1,64,99,171,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,107,98,10486,0.9158878504672897
BloodImage_00005,7790600,480,640,324,1,444,87,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,86,120,10320,1.3953488372093024
BloodImage_00005,7790599,480,640,162,1,290,70,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,69,128,8832,1.855072463768116
BloodImage_00005,7790598,480,640,173,165,260,270,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,105,87,9135,0.8285714285714286
BloodImage_00005,7790597,480,640,139,191,226,296,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,105,87,9135,0.8285714285714286
BloodImage_00005,7790596,480,640,103,211,190,316,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,105,87,9135,0.8285714285714286
BloodImage_00005,7790595,480,640,29,231,116,336,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,105,87,9135,0.8285714285714286
BloodImage_00005,7790594,480,640,170,65,207,100,0,Platelets,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,35,37,1295,1.0571428571428572
BloodImage_00005,7790593,480,640,6,401,43,436,0,Platelets,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,35,37,1295,1.0571428571428572
BloodImage_00005,7790592,480,640,124,305,161,340,0,Platelets,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,35,37,1295,1.0571428571428572
BloodImage_00005,7790591,480,640,230,288,441,479,2,WBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,191,211,40301,1.1047120418848169
BloodImage_00005,7790590,480,640,151,298,236,423,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,125,85,10625,0.68
BloodImage_00005,7790589,480,640,63,19,174,97,1,RBC,BloodImage_00005.jpeg,BloodImage_00005.jpeg.json,78,111,8658,1.4230769230769231
BloodImage_00006,7791287,480,640,117,190,290,360,2,WBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,170,173,29410,1.0176470588235293
BloodImage_00006,7791286,480,640,89,184,131,221,0,Platelets,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,37,42,1554,1.135135135135135
BloodImage_00006,7791285,480,640,65,203,107,240,0,Platelets,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,37,42,1554,1.135135135135135
BloodImage_00006,7791284,480,640,333,1,372,30,0,Platelets,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,29,39,1131,1.3448275862068966
BloodImage_00006,7791283,480,640,79,357,202,459,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,102,123,12546,1.2058823529411764
BloodImage_00006,7791282,480,640,495,1,620,114,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,113,125,14125,1.1061946902654867
BloodImage_00006,7791281,480,640,353,327,476,463,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,136,123,16728,0.9044117647058824
BloodImage_00006,7791280,480,640,449,319,565,393,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,74,116,8584,1.5675675675675675
BloodImage_00006,7791279,480,640,291,104,403,194,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,90,112,10080,1.2444444444444445
BloodImage_00006,7791278,480,640,211,76,323,166,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,90,112,10080,1.2444444444444445
BloodImage_00006,7791277,480,640,207,350,319,440,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,90,112,10080,1.2444444444444445
BloodImage_00006,7791276,480,640,253,298,371,403,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,105,118,12390,1.1238095238095238
BloodImage_00006,7791275,480,640,546,368,639,479,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,111,93,10323,0.8378378378378378
BloodImage_00006,7791274,480,640,482,223,617,327,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,104,135,14040,1.2980769230769231
BloodImage_00006,7791273,480,640,503,160,619,246,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,86,116,9976,1.3488372093023255
BloodImage_00006,7791272,480,640,373,142,489,235,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,93,116,10788,1.2473118279569892
BloodImage_00006,7791271,480,640,108,121,235,216,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,95,127,12065,1.3368421052631578
BloodImage_00006,7791270,480,640,16,59,143,154,1,RBC,BloodImage_00006.jpeg,BloodImage_00006.jpeg.json,95,127,12065,1.3368421052631578
BloodImage_00008,7789223,480,640,42,183,277,381,2,WBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,198,235,46530,1.1868686868686869
BloodImage_00008,7789222,480,640,398,222,519,330,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,108,121,13068,1.1203703703703705
BloodImage_00008,7789221,480,640,505,103,626,211,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,108,121,13068,1.1203703703703705
BloodImage_00008,7789220,480,640,366,315,472,413,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,98,106,10388,1.0816326530612246
BloodImage_00008,7789219,480,640,456,312,562,410,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,98,106,10388,1.0816326530612246
BloodImage_00008,7789218,480,640,524,250,630,348,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,98,106,10388,1.0816326530612246
BloodImage_00008,7789217,480,640,534,335,639,433,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,98,105,10290,1.0714285714285714
BloodImage_00008,7789216,480,640,353,43,459,141,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,98,106,10388,1.0816326530612246
BloodImage_00008,7789215,480,640,316,43,422,141,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,98,106,10388,1.0816326530612246
BloodImage_00008,7789214,480,640,265,25,371,123,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,98,106,10388,1.0816326530612246
BloodImage_00008,7789213,480,640,221,18,327,116,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,98,106,10388,1.0816326530612246
BloodImage_00008,7789212,480,640,109,1,221,85,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,84,112,9408,1.3333333333333333
BloodImage_00008,7789211,480,640,1,166,96,299,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,133,95,12635,0.7142857142857143
BloodImage_00008,7789210,480,640,263,402,365,479,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,77,102,7854,1.3246753246753247
BloodImage_00008,7789209,480,640,178,402,280,479,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,77,102,7854,1.3246753246753247
BloodImage_00008,7789208,480,640,1,1,102,77,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,76,101,7676,1.3289473684210527
BloodImage_00008,7789207,480,640,196,135,313,215,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,80,117,9360,1.4625
BloodImage_00008,7789206,480,640,447,392,607,479,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,87,160,13920,1.839080459770115
BloodImage_00008,7789205,480,640,148,62,234,172,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,110,86,9460,0.7818181818181819
BloodImage_00008,7789204,480,640,438,1,564,85,1,RBC,BloodImage_00008.jpeg,BloodImage_00008.jpeg.json,84,126,10584,1.5
BloodImage_00009,7789389,480,640,23,137,255,423,2,WBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,286,232,66352,0.8111888111888111
BloodImage_00009,7789388,480,640,441,324,575,423,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,99,134,13266,1.3535353535353536
BloodImage_00009,7789387,480,640,372,192,468,279,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,87,96,8352,1.103448275862069
BloodImage_00009,7789386,480,640,305,213,401,300,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,87,96,8352,1.103448275862069
BloodImage_00009,7789385,480,640,226,288,324,439,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,151,98,14798,0.6490066225165563
BloodImage_00009,7789384,480,640,313,318,408,414,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,96,95,9120,0.9895833333333334
BloodImage_00009,7789383,480,640,282,384,377,479,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,95,95,9025,1.0
BloodImage_00009,7789382,480,640,446,97,567,206,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,109,121,13189,1.110091743119266
BloodImage_00009,7789381,480,640,440,1,561,96,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,95,121,11495,1.2736842105263158
BloodImage_00009,7789380,480,640,214,107,331,198,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,91,117,10647,1.2857142857142858
BloodImage_00009,7789379,480,640,298,85,435,211,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,126,137,17262,1.0873015873015872
BloodImage_00009,7789378,480,640,7,76,133,197,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,121,126,15246,1.0413223140495869
BloodImage_00009,7789377,480,640,1,1,115,94,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,93,114,10602,1.2258064516129032
BloodImage_00009,7789376,480,640,286,1,394,65,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,64,108,6912,1.6875
BloodImage_00009,7789375,480,640,154,13,289,127,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,114,135,15390,1.1842105263157894
BloodImage_00009,7789374,480,640,452,415,493,449,0,Platelets,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,34,41,1394,1.2058823529411764
BloodImage_00009,7789373,480,640,479,155,575,242,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,87,96,8352,1.103448275862069
BloodImage_00009,7789372,480,640,135,393,231,479,1,RBC,BloodImage_00009.jpeg,BloodImage_00009.jpeg.json,86,96,8256,1.1162790697674418
BloodImage_00010,7791134,480,640,23,229,204,421,2,WBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,192,181,34752,0.9427083333333334
BloodImage_00010,7791133,480,640,239,253,510,470,2,WBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,217,271,58807,1.2488479262672811
BloodImage_00010,7791132,480,640,167,212,269,331,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,119,102,12138,0.8571428571428571
BloodImage_00010,7791131,480,640,69,138,170,243,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,105,101,10605,0.9619047619047619
BloodImage_00010,7791130,480,640,43,84,126,171,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,87,83,7221,0.9540229885057471
BloodImage_00010,7791129,480,640,275,166,358,253,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,87,83,7221,0.9540229885057471
BloodImage_00010,7791128,480,640,311,179,394,266,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,87,83,7221,0.9540229885057471
BloodImage_00010,7791127,480,640,267,69,350,156,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,87,83,7221,0.9540229885057471
BloodImage_00010,7791126,480,640,307,75,390,162,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,87,83,7221,0.9540229885057471
BloodImage_00010,7791125,480,640,339,80,422,167,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,87,83,7221,0.9540229885057471
BloodImage_00010,7791124,480,640,456,1,550,68,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,67,94,6298,1.4029850746268657
BloodImage_00010,7791123,480,640,314,1,429,69,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,68,115,7820,1.6911764705882353
BloodImage_00010,7791122,480,640,200,1,310,43,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,42,110,4620,2.619047619047619
BloodImage_00010,7791121,480,640,16,1,100,79,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,78,84,6552,1.0769230769230769
BloodImage_00010,7791120,480,640,406,80,538,185,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,105,132,13860,1.2571428571428571
BloodImage_00010,7791119,480,640,560,236,639,345,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,109,79,8611,0.7247706422018348
BloodImage_00010,7791118,480,640,571,174,639,260,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,86,68,5848,0.7906976744186046
BloodImage_00010,7791117,480,640,566,76,639,160,1,RBC,BloodImage_00010.jpeg,BloodImage_00010.jpeg.json,84,73,6132,0.8690476190476191
BloodImage_00012,7790852,480,640,2,187,228,359,2,WBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,172,226,38872,1.313953488372093
BloodImage_00012,7790851,480,640,349,146,475,240,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,94,126,11844,1.3404255319148937
BloodImage_00012,7790850,480,640,377,210,483,314,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,104,106,11024,1.0192307692307692
BloodImage_00012,7790849,480,640,401,299,507,403,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,104,106,11024,1.0192307692307692
BloodImage_00012,7790848,480,640,296,281,386,387,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,106,90,9540,0.8490566037735849
BloodImage_00012,7790847,480,640,251,311,344,439,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,128,93,11904,0.7265625
BloodImage_00012,7790846,480,640,168,304,264,402,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,98,96,9408,0.9795918367346939
BloodImage_00012,7790845,480,640,14,335,125,434,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,99,111,10989,1.121212121212121
BloodImage_00012,7790844,480,640,126,393,251,479,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,86,125,10750,1.4534883720930232
BloodImage_00012,7790843,480,640,329,376,412,477,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,101,83,8383,0.8217821782178217
BloodImage_00012,7790842,480,640,519,356,622,455,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,99,103,10197,1.0404040404040404
BloodImage_00012,7790841,480,640,476,257,579,356,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,99,103,10197,1.0404040404040404
BloodImage_00012,7790840,480,640,489,193,592,292,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,99,103,10197,1.0404040404040404
BloodImage_00012,7790839,480,640,564,232,639,328,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,96,75,7200,0.78125
BloodImage_00012,7790838,480,640,417,403,463,440,0,Platelets,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,37,46,1702,1.2432432432432432
BloodImage_00012,7790837,480,640,351,44,397,81,0,Platelets,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,37,46,1702,1.2432432432432432
BloodImage_00012,7790836,480,640,220,20,303,107,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,87,83,7221,0.9540229885057471
BloodImage_00012,7790835,480,640,495,82,605,204,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,122,110,13420,0.9016393442622951
BloodImage_00012,7790834,480,640,299,431,381,479,1,RBC,BloodImage_00012.jpeg,BloodImage_00012.jpeg.json,48,82,3936,1.7083333333333333
BloodImage_00013,7789982,480,640,31,208,238,406,2,WBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,198,207,40986,1.0454545454545454
BloodImage_00013,7789981,480,640,255,283,371,392,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,109,116,12644,1.0642201834862386
BloodImage_00013,7789980,480,640,405,288,517,420,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,132,112,14784,0.8484848484848485
BloodImage_00013,7789979,480,640,369,77,486,223,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,146,117,17082,0.8013698630136986
BloodImage_00013,7789978,480,640,90,98,200,189,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,91,110,10010,1.2087912087912087
BloodImage_00013,7789977,480,640,203,365,313,456,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,91,110,10010,1.2087912087912087
BloodImage_00013,7789976,480,640,318,396,427,479,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,83,109,9047,1.3132530120481927
BloodImage_00013,7789975,480,640,574,160,639,281,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,121,65,7865,0.5371900826446281
BloodImage_00013,7789974,480,640,466,57,564,174,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,117,98,11466,0.8376068376068376
BloodImage_00013,7789973,480,640,547,48,638,144,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,96,91,8736,0.9479166666666666
BloodImage_00013,7789972,480,640,500,214,599,325,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,111,99,10989,0.8918918918918919
BloodImage_00013,7789971,480,640,184,12,299,118,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,106,115,12190,1.0849056603773586
BloodImage_00013,7789970,480,640,105,34,220,140,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,106,115,12190,1.0849056603773586
BloodImage_00013,7789969,480,640,455,404,555,479,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,75,100,7500,1.3333333333333333
BloodImage_00013,7789968,480,640,324,402,424,478,1,RBC,BloodImage_00013.jpeg,BloodImage_00013.jpeg.json,76,100,7600,1.3157894736842106
BloodImage_00020,7789860,480,640,419,189,478,236,0,Platelets,BloodImage_00020.jpeg,BloodImage_00020.jpeg.json,47,59,2773,1.2553191489361701
